,name,state,year,count,committee,full_name,unique_committees_count
2056,vela,Texas,2019,80,"['Committee On Agriculture', 'Committee On Armed Services', 'Committee On Seapower And Projection Forces', 'Committee On Tactical Air And Land Forces']",Filemon Vela,4
2057,vela,Texas,2021,54,"['Committee On Agriculture', 'Committee On Armed Services', 'Committee On Intelligence And Special Operations', 'Committee On Seapower And Projection Forces']",Filemon Vela,4
2058,velaazquez,New York,2013,20,"['Committee On Financial Services', 'Committee On Small Business']",Nydia Velaazquez,2
2059,velaazquez,New York,2015,5,['Committee On Small Business'],Nydia Velaazquez,1
2060,velazquez,New York,2013,162,"['Committee On Financial Services', 'Committee On Small Business']",Nydia Velazquez,2
2061,velazquez,New York,2015,180,"['Committee On Financial Services', 'Committee On Small Business']",Nydia Velazquez,2
2062,velazquez,New York,2017,209,"['Committee On Financial Services', 'Committee On Financial Services', 'Committee On Small Business']",Nydia M. Velazquez,3
2063,velazquez,New York,2019,203,"['Committee On Financial Services', 'Committee On Small Business', 'Committee On Natural Resources']",Nydia M. Velazquez,3
2064,velazquez,New York,2021,172,"['Committee On Financial Services', 'Committee On Small Business', 'Committee On Small Business']",Nydia Velazquez,3
2065,waco,Texas,2021,1,"['Committee On Science, Space, And Technology']",Little Bit Mixed Because I'M From Waco,1
2066,wade,Michigan,2021,1,['Committee On Oversight And Reform'],Previously Enshrined In Roe V. Wade,1
2067,wagner,Missouri,2013,100,['Committee On Financial Services'],Ann Wagner,1
2068,wagner,Missouri,2015,123,['Committee On Financial Services'],Ann Wagner,1
2069,wagner,Missouri,2017,296,"['Committee On Financial Services', 'Committee On Financial Services', 'Committee On Foreign Affairs']",Ann Wagner,3
2070,wagner,Missouri,2019,214,"['Committee On Financial Services', 'Committee On Foreign Affairs']",Ann Wagner,2
2071,wagner,Missouri,2021,158,"['Committee On Financial Services', 'Committee On Foreign Affairs']",Ann Wagner,2
2072,walberg,Michigan,2013,256,"['Committee On Education And The Workforce', 'Committee On Higher Education And Workforce Training', 'Committee On Oversight And Government Reform', 'Committee On Workforce Protections']",Tim Walberg,4
2073,walberg,Michigan,2015,250,"['Committee On Education And The Workforce', 'Committee On Health, Employment, Labor, And Pensions', 'Committee On Oversight And Government Reform', 'Committee On Workforce Protections']",Tim Walberg,4
2074,walberg,Michigan,2017,221,"['Committee On Education And The Workforce', 'Committee On Energy And Commerce', 'Committee On Health, Employment, Labor, And Pensions']",Tim Walberg,3
2075,walberg,Michigan,2019,163,"['Committee On Education And Labor', 'Committee On Energy And Commerce', 'Committee On Health, Employment, Labor, And Pensions']",Tim Walberg,3
2076,walberg,Michigan,2021,66,"['Committee On Education And Labor', 'Committee On Energy And Commerce', 'Committee On Health, Employment, Labor, And Pensions']",Tim Walberg,3
2077,walden,Oregon,2013,186,['Committee On Energy And Commerce'],Greg Walden,1
2078,walden,Oregon,2015,178,"['Committee On Energy And Commerce', 'Committee On Energy And Commerce']",Greg Walden,2
2079,walden,Oregon,2017,175,['Committee On Energy And Commerce'],Greg Walden,1
2080,walden,Oregon,2019,92,['Committee On Energy And Commerce'],Greg Walden,1
2081,walker,North Carolina,2015,304,"['Committee On Emergency Preparedness, Response, And Communications', 'Committee On Homeland Security', 'Committee On House Administration', 'Committee On Information Technology', 'Committee On Oversight And Government Reform', 'Committee On Transportation Security']",Mark Walker,6
2082,walker,North Carolina,2017,4,['Committee On Oversight And Government Reform'],['B. Mark Walker' 'Mark Walker'],1
2083,walker,North Carolina,2019,199,"['Committee On Cybersecurity, Infrastructure Protection, And', 'Committee On Education And Labor', 'Committee On Higher Education And Workforce Investment', 'Committee On Homeland Security', 'Committee On House Administration', 'Committee On House Adminstration', 'Committee On Intelligence And Counterterrorism', 'Committee On Workforce Protections']",Mark Walker,8
2084,walorski,Indiana,2013,194,"['Committee On Armed Services', 'Committee On Health', 'Committee On Military Personnel', 'Committee On Oversight And Investigation', 'Committee On Oversight And Investigations', 'Committee On Tactical Air And Land Forces', 'Committee On The Budget', ""Committee On Veterans' Affairs""]",Jackie Walorski,8
2085,walorski,Indiana,2015,237,"['Committee On Agriculture', 'Committee On Armed Services', 'Committee On Oversight And Investigation', 'Committee On Oversight And Investigations', 'Committee On Seapower And Projection Forces', 'Committee On Tactical Air And Land Forces', ""Committee On Veterans' Affairs""]",Jackie Walorski,7
2086,walorski,Indiana,2017,57,"['Committee On Human Resources', 'Committee On Oversight', 'Committee On Oversight And Investigation', ""Committee On Veterans' Affairs"", 'Committee On Ways And Means', 'Committee On Ways And Means']",Jackie Walorski,6
2087,walorski,Indiana,2019,12,"['Committee On Oversight', 'Committee On Ways And Means', 'Committee On Worker And Family Support']",Jackie Walorski,3
2088,walters,California,2015,142,"['Committee On The Judiciary', 'Committee On Transportation And Infrastructure']",Mimi Walters,2
2089,walters,California,2017,175,['Committee On Energy And Commerce'],Mimi Walters,1
2090,waltz,Florida,2019,132,"['Committee On Armed Services', 'Committee On Intelligence And Emerging Threats And Capabilities', 'Committee On Science, Space, And Technology', 'Committee On Seapower And Projection Forces']",Michael Waltz,4
2091,waltz,Florida,2021,82,"['Committee On Armed Services', 'Committee On Intelligence And Special Operations', 'Committee On Readiness', 'Committee On Science, Space, And Technology', 'Committee On Strategic Forces']",Michael Waltz,5
2092,walz,Minnesota,2013,209,"['Committee On Agriculture', 'Committee On Oversight And Investigation', 'Committee On Oversight And Investigations', 'Committee On Transportation And Infrastructure', ""Committee On Veterans' Affairs""]",Timothy J. Walz,5
2093,walz,Minnesota,2015,229,"['Committee On Agriculture', 'Committee On Armed Services', 'Committee On Military Personnel', 'Committee On Oversight And Investigation', 'Committee On Oversight And Investigations', 'Committee On Tactical Air And Land Forces', ""Committee On Veterans' Affairs""]",Timothy J. Walz,7
2094,walz,Minnesota,2017,97,"['Committee On Agriculture', 'Committee On Oversight And Investigation', ""Committee On Veterans' Affairs""]",Timothy J. Walz,3
2095,washington,District of Columbia,2021,1,['Committee On Oversight And Reform'],That They'Re Washington,1
2096,waters,California,2013,100,['Committee On Financial Services'],Maxine Waters,1
2097,waters,California,2015,112,['Committee On Financial Services'],Maxine Waters,1
2098,waters,California,2017,120,"['Committee On Financial Services', 'Committee On Financial Services']",Maxine Waters,2
2099,waters,California,2019,105,['Committee On Financial Services'],Maxine Waters,1
2100,waters,California,2021,104,['Committee On Financial Services'],Maxine Waters,1
2101,watkins,Kansas,2019,240,"['Committee On Disability Assistance And Memorial Affairs', 'Committee On Education And Labor', 'Committee On Foreign Affairs', 'Committee On Technology Modernization', 'Committee On The Middle East, North Africa, And International', ""Committee On Veterans' Affairs""]",Steve Watkins,6
2102,watt,North Carolina,2013,127,"['Committee On Financial Services', 'Committee On The Judiciary']",Melvin L. Watt,2
2103,waxman,California,2013,186,['Committee On Energy And Commerce'],Henry A. Waxman,1
2104,weber,Texas,2013,335,"['Committee On Foreign Affairs', 'Committee On Science, Space, And Technology']",Randy Weber,2
2105,weber,Texas,2015,332,"['Committee On Foreign Affairs', 'Committee On Science, Space, And Technology']",Randy K. Weber Sr.,2
2106,weber,Texas,2017,76,"['Committee On Science, Space, And Technology']",Randy K. Weber,1
2107,weber,Texas,2019,83,"['Committee On Science, Space, And Technology', 'Committee On Transportation And Infrastructure']",Randy Weber,2
2108,weber,Texas,2021,56,"['Committee On Science, Space, And Technology']",Randy Weber,1
2109,webster,Florida,2013,88,['Committee On Transportation And Infrastructure'],Daniel Webster,1
2110,webster,Florida,2015,49,['Committee On Transportation And Infrastructure'],Daniel Webster,1
2111,webster,Florida,2017,134,"['Committee On Research And Technology', 'Committee On Science, Space, And Technology', 'Committee On Transportation And Infrastructure']",Daniel Webster,3
2112,webster,Florida,2019,66,['Committee On Transportation And Infrastructure'],Daniel Webster,1
2113,webster,Florida,2021,110,"['Committee On Science, Space, And Technology', 'Committee On Transportation And Infrastructure']",Daniel Webster,2
2114,week,California,2021,1,['Committee On Oversight And Reform'],Just Last Week,1
2115,weiner,New York,2013,11,['Committee On Energy And Commerce'],Anthony D. Weiner,1
2116,welch,Vermont,2013,315,"['Committee On Energy And Commerce', 'Committee On Oversight And Government Reform']",Peter Welch,2
2117,welch,Vermont,2015,354,"['Committee On Energy And Commerce', 'Committee On Oversight And Government Reform']",Peter Welch,2
2118,welch,Vermont,2017,179,"['Committee On Energy And Commerce', 'Committee On Oversight And Government Reform']",Peter Welch,2
2119,welch,Vermont,2019,219,"['Committee On Energy And Commerce', 'Committee On Oversight And Reform']",Peter Welch,2
2120,welch,Vermont,2021,131,"['Committee On Energy And Commerce', 'Committee On Oversight And Reform']",Peter Welch,2
2121,wenstrup,Ohio,2013,186,"['Committee On Armed Services', 'Committee On Economic Opportunity', 'Committee On Economic Opportunity (Eo)', 'Committee On Health', 'Committee On Military Personnel', 'Committee On Tactical Air And Land Forces', ""Committee On Veterans' Affairs""]",Brad R. Wenstrup,7
2122,wenstrup,Ohio,2015,180,"['Committee On Armed Services', 'Committee On Economic Opportunity', 'Committee On Health', 'Committee On Readiness', 'Committee On Tactical Air And Land Forces', ""Committee On Veterans' Affairs""]",Brad R. Wenstrup,6
2123,wenstrup,Ohio,2017,138,"['Committee On Armed Services', 'Committee On Armed Services', 'Committee On Economic Opportunity', 'Committee On Emerging Threats And Capabilities', 'Committee On Health', 'Committee On Human Resources', 'Committee On Military Personnel', ""Committee On Veterans' Affairs"", 'Committee On Ways And Means']",Brad R. Wenstrup,9
2124,wenstrup,Ohio,2019,12,"['Committee On Oversight', 'Committee On Ways And Means', 'Committee On Worker And Family Support']",Brad R. Wenstrup,3
2125,westerman,Arkansas,2015,95,"['Committee On Science, Space, And Technology', 'Committee On The Budget']",Bruce Westerman,2
2126,westerman,Arkansas,2017,70,"['Committee On The Budget', 'Committee On Transportation And Infrastructure']",Bruce Westerman,2
2127,westerman,Arkansas,2019,66,['Committee On Transportation And Infrastructure'],Bruce Westerman,1
2128,westerman,Arkansas,2021,54,['Committee On Transportation And Infrastructure'],Bruce Westerman,1
2129,westmoreland,Georgia,2013,102,"['Committee On Financial Services', 'Committee On The Events Surrounding The 2012 Terrorist']",Lynn Westmoreland,2
2130,westmoreland,Georgia,2015,112,['Committee On Financial Services'],Lynn A. Westmoreland,1
2131,wexton,Virginia,2019,194,"['Committee On Financial Services', 'Committee On Science, Space, And Technology', 'Committee On Science, Space, And Technology']",Jennifer Wexton,3
2132,wexton,Virginia,2021,14,['Committee On The Budget'],Jennifer Wexton,1
2133,whitfield,Kentucky,2013,186,['Committee On Energy And Commerce'],Ed Whitfield,1
2134,whitfield,Kentucky,2015,164,"['Committee On Energy And Commerce', 'Committee On Energy And Commerce']",Ed Whitfield,2
2135,wild,Pennsylvania,2019,199,"['Committee On Education And Labor', 'Committee On Foreign Affairs', 'Committee On Health, Employment, Labor, And Pensions', 'Committee On Workforce Protections', 'Committee On Foreign Affairs', 'Committee On Foreign Affairs']",Susan Wild,6
2136,wild,Pennsylvania,2021,145,"['Committee On Education And Labor', 'Committee On Foreign Affairs', 'Committee On Health, Employment, Labor, And Pensions', 'Committee On Science, Space, And Technology', 'Committee On Foreign Affairs']",Susan Wild,5
2137,williams,Georgia,2021,185,"['Committee On Financial Services', 'Committee On The Modernization Of Congress', 'Committee On Transportation And Infrastructure', 'Committee On Transportation And Infrastructure', 'Committee On Transportation And Infrastructure']",Nikema Williams,5
